nombre,usuario,fecha,texto,emoticon,cantidad_comentarios,cantidad_likes,Cantidad_Retweets,link,mencion
Sergio Fajardo,@sergio_fajardo,2021-07-29T00:02:42.000Z,claro ejemplo de crítica facilista hace años que no soy gobernador pero aun así parezco ser el responsable de lo que ocurre hoy en ituango desde la gobernación avanzamos en un ambicioso plan de inversión social en la zona pero lo fácil siempre es señalar contraelfacilismorené jiménez jul en respuesta a ituango es un ejemplo de lo que queda donde usted gobierna ,,314,139000,620,https://twitter.com/sergio_fajardo/status/1420535216536436744,"['@elrenejimenez', '@sergio_fajardo']"
Sergio Fajardo,@sergio_fajardo,2021-07-29T00:01:29.000Z,la presencia que se requiere urgente en la zona es la del estado y sus instituciones que pueden garantizar que lo que ocurre hoy no se repita hablo con conocimiento de la comunidad y sus necesidades varias veces visité ituango eso no significa que no me pueda pronunciar hoy el profe volvió a clase jul en respuesta a mientras llega el estado sería bueno que ustedes fueran que hablaran con la gente que conocieran de primera mano esas dificultades eso haría más que los vídeos en redes ,,11,22000,107,https://twitter.com/sergio_fajardo/status/1420534908615897088,"['@sonataopso', '@sergio_fajardo']"
Sergio Fajardo,@sergio_fajardo,2021-07-29T00:00:16.000Z,trabajamos de la mano de las comunidades y construimos confianza en un territorio donde no existía es mezquino repetir mentiras sin la menor intención de informarse y lo fácil siempre es encontrar un culpable y señalarlo cómodamente contraelfacilismo ,,16,25000,148,https://twitter.com/sergio_fajardo/status/1420534603329249291,[]
Sergio Fajardo,@sergio_fajardo,2021-07-29T00:00:15.000Z,no solo mantuvimos un diálogo permanente con las comunidades sino que implementamos presupuestos participativos en los municipios aledaños a hidroituango para definir inversión social de usd mm las votaciones contaron con participación de más de mil personas alejandro b jul cuando usted fue gobernador de antioquia les dio la espalda a las comunidades lo mismo que hace duque el problema en ituango lleva más de una decada usted no hizo nada por qué creerle ahora twitter com sergio fajardo…,,24,51000,216,https://twitter.com/sergio_fajardo/status/1420534601596952584,['@alejandrob1981']
Sergio Fajardo,@sergio_fajardo,2021-07-28T17:27:00.000Z,la violencia deja ya más de desplazados en ituango que es hoy una muestra de lo que ha podido ser el acuerdo de paz y no fue al menos hasta hoy ituango necesita presencia del estado ya mil reproducciones,,736,346000,651,https://twitter.com/sergio_fajardo/status/1420435636209819651,[]
Sergio Fajardo,@sergio_fajardo,2021-07-27T16:10:24.000Z,murió rafael ardila un santandereano extraordinario nos hará mucha falta qepd,,14,28000,213,https://twitter.com/sergio_fajardo/status/1420053970559639556,[]
Sergio Fajardo,@sergio_fajardo,2021-07-25T20:39:38.000Z,gracias por estos mensajes nos llenan de aliento nos metimos a la política por perseguir unos sueños goberné con un equipo de gente extraordinaria dedicada a cambiar a medellín y antioquia y sabemos que lo logramos cuando leemos estos mensajes juan jose largo f jul esta también es mi historia le leí y me sentí identificado con cada momento en este caso con el urbanismo social y los relatos de ciudad también con el acceso a educación superior las prácticas y las experiencias laborales por esto creo en lo que puede hacer twitter com mateocardonah …,,19,19000,90,https://twitter.com/sergio_fajardo/status/1419396950110126081,"['@juanjolargo', '@sergio_fajardo']"
Sergio Fajardo,@sergio_fajardo,2021-07-25T20:39:38.000Z,seres llenos de talentos y sueños que solo necesitan oportunidades para construirse una vida digna no me arrepiento porque sé que esto se construye en la política la política ética transforma rompe desigualdades abre oportunidades cambia personas familias y comunidades ,,12,21000,160,https://twitter.com/sergio_fajardo/status/1419396948956794886,[]
Sergio Fajardo,@sergio_fajardo,2021-07-25T20:39:38.000Z,a menudo me preguntan si vale la pena meterse a la política un mundo desprestigiado mi respuesta es siempre sí vale la pena y no me arrepiento porque sé muy bien que colombia está llena de personas como robert parada mateo cardona h jul este es el presidente que yo quiero para colombia que no espante a los empresarios sino que los aliente a generar progreso que abra las puertas para que todo el que quiera pueda emprender que empuje el talento para convertirlo en riqueza fajardo sabe ya lo ha hecho ,,81,92000,504,https://twitter.com/sergio_fajardo/status/1419396947438411782,['@mateocardonah']
Sergio Fajardo,@sergio_fajardo,2021-07-23T01:41:43.000Z,hay que aprender y mejorar siempre saludos isabella contraelfacilismoisabella jul jajaja qué chevere esto muy diferente el fajardo de ahora al de las elecciones pasadas twitter com sergio fajardo…,,13,12000,100,https://twitter.com/sergio_fajardo/status/1418385805488312321,['@ipimientaab']
Sergio Fajardo,@sergio_fajardo,2021-07-23T01:28:20.000Z,hombre tocayo muy generoso todo lo que dices un abrazo y que lo disfrutes sergio sánchez jul jajajajaj profe podria decir lo bueno que es lo mucho que me representa o el placer que tengo de ser un voluntario de su campaña y mil cosas mas pero esta vez solo me quiero reir y disfrutar de este video que bueno verlo mas seguido por aca twitter com sergio fajardo…,,8,10000,51,https://twitter.com/sergio_fajardo/status/1418382438196289539,['@ssancris1']
