nombre,usuario,fecha,texto,emoticon,cantidad_comentarios,cantidad_likes,cantidad_retweets,link
andres hurtado,andres hurtado,2021-08-15T19:41:15.000Z,"Este anciano con su demencia senil no de ha dado cuenta que llevamos 3 años en dictadura, y el problema es 
@petrogustavo
.  son tan predecibles los uribista!! Rescatemos al país, salvemos al país, pero ee los uribistas.",,,,,https://twitter.com/andreus1123/status/1426992403165106176
Douglas A. Gómez-Latorre,Douglas A. Gómez-Latorre,2021-08-15T19:41:24.000Z,"Jajaja, Mentiras para los incautos, algunos le creerán.... Yo solo quiero uno, un político  que sea sincero, que se diga la verdad.... Que no seamos como Venezuela, ahora como Perú.  Sin imaginación estos tipos.",,,,,https://twitter.com/andlatorre2012/status/1426992440981004295
Sebastian Rodriguez,Sebastian Rodriguez,2021-08-15T19:42:22.000Z,"En qué país vivirá está gente ? No se dan cuenta que los autoritarios son ustedes , los de derecha",,,,,https://twitter.com/Sebastian_Rc8/status/1426992681260097551
Mantini....!!!l,Mantini....!!!l,2021-08-15T19:43:17.000Z,"Replying to 
@OIZuluaga",,,,,https://twitter.com/martini279/status/1426992914580844548
Fernando Castro,Fernando Castro,2021-08-15T19:44:07.000Z,"Claro a todos los sectores criminales y corruptos del país, porque pa' eso sí se juntan.",,,,,https://twitter.com/Ferbetacastro/status/1426993125042671618
Federico Munoz,Federico Munoz,2021-08-15T19:44:28.000Z,"Si queremos defender la democracia, por eso no votaremos por ud ni los candidatos del 
@CDBogotaOficial",,,,,https://twitter.com/fedemugal/status/1426993210056925194
Capitalino,Capitalino,2021-08-15T22:27:11.000Z,"No era Venezuela?, je, discurso añejo, frío, repetido, huelen a chicharron, asco ...",,,,2,https://twitter.com/capitalino99/status/1427034159478882306
Rolihno,Rolihno,2021-08-15T22:27:15.000Z,"Si mejor dejemos que siga robando la derecha como siempre lo ha hecho, en nuestros recuerdos está que usted y el uribismo están untados de #odebrecht hasta el cogote, no olvidemos que hoy tenemos 70 mil millones de razones para no votar por el #malditouribismo",,,2,2,https://twitter.com/rolandtvr/status/1427034177048911872
Magda,Magda,2021-08-15T22:27:29.000Z,"Replying to 
@OIZuluaga",,,1,4,https://twitter.com/Magdale76474067/status/1427034235236503566
Antonio Patiño,Antonio Patiño,2021-08-15T22:29:43.000Z,Ahora es peru??? Jajajajajja.,,,,1,https://twitter.com/Antonio85834953/status/1427034796715388931
