nombre,usuario,fecha,texto,emoticon,cantidad_comentarios,cantidad_likes,cantidad_retweets,link
Margarita Vecino,Margarita Vecino,2021-05-28T18:53:26.000Z,"los 36 millones de seguidores que tiene en youtube, o posiblemente los que van a comer a su restaurante, los que compran su tequila o los que usan su telefonía movil -_-",,,,5,https://twitter.com/marga0922/status/1398351725732450308
Club 10 Caracol Facts,Club 10 Caracol Facts,2021-05-28T18:53:34.000Z,Aurelio,,1,1,11,https://twitter.com/10_caracol/status/1398351758754189317
Dapozu,Dapozu,2021-05-28T18:54:21.000Z,"Luisito tiene dinero suficiente para viajar hasta Dubai no va a tener para venir a Colombia.

Le cuento q él hace dinero con varios negocios y aparte colaboraciones q ha realizado con marcas, sin mencionar lo que monetiza. 

Ud no sabe nada de hacer plata honestamente, bandida!",,,2,55,https://twitter.com/sandapozu/status/1398351958147272712
Stef Santana,Stef Santana,2021-05-28T18:57:29.000Z,"Pues obveeeooo el Foro de Sao Paulo, no tenía las pruebas???",,,,1,https://twitter.com/Santana_Stef/status/1398352745019609092
Pedro,Pedro,2021-05-28T19:00:52.000Z,"@MariaFdaCabal
 aproveche que Luisito esta en Colombia para disculparse por confundirlo con un guerrillero buscado por la policía Boliviana en 2019, y de paso también con Auronplay, Dross, etc, pero sobre todo con los Colombianos por ser una inepta que no le aporta nada a Colombia",,,1,7,https://twitter.com/PedroLe_22/status/1398353598451494913
Ariel Armel,Ariel Armel,2021-05-28T19:01:54.000Z,Mafe eso si el man se costea sus viajes solo y venir acá seguro le aumentará seguidores. Billete tiene...,,,,6,https://twitter.com/arielarmelv/status/1398353859479801856
Fredy Hernan Rincon Orjuela,Fredy Hernan Rincon Orjuela,2021-05-28T19:04:03.000Z,Pues quien va ser la union sovietica o sino el regimen austro hungaro.,,1,,,https://twitter.com/FredyHernanR/status/1398354398238150660
Alejandra Guevara,Alejandra Guevara,2021-05-29T08:05:49.000Z,Jajajajajajaja  buena esa,,,,1,https://twitter.com/PaulaAl35678661/status/1398551135162667010
Bull,Bull,2021-05-28T19:04:47.000Z,"Que usted esté acostumbrada a que todos sus movimientos salen de bolsillos ajenos no quiere decir que todos estén en su misma condición, vaga mantenida.",,,,2,https://twitter.com/AlejandroBaezaT/status/1398354582322003973
Los miserables. Capitalism kill love.,Los miserables. Capitalism kill love.,2021-05-28T19:05:15.000Z,"Lo patrocina ""actual Unión Soviética"". Lenin y Stalin visionarios y dejaron fondos ""para"" financiar viaje de  
@LuisitoComunica
 Colombia. Ellos sabían que los dineros de Hitler ""Ivan"" a entrar a campañas electorales ( votos 200mil) 
Concejo igual cuídese no sea lo desaparezcan.",,1,,1,https://twitter.com/juladry2008/status/1398354702773981190
Juan Camilo Mesa,Juan Camilo Mesa,2021-05-28T19:08:08.000Z,"YouTube, que le gira miles de dólares al mes. Entre otras marcas capitalistas...",,,,21,https://twitter.com/ElNutriDice/status/1398355428476604425
Valentyna,Valentyna,2021-05-28T19:09:43.000Z,"Quizás, quizás , sólo quizás lo patrocinan los seguidores y las marcas que le pagan millones por hacer publicidad, no sé, es una idea.",,,,2,https://twitter.com/Valend71/status/1398355824884568068
Christian David ,Christian David ,2021-05-28T19:14:27.000Z,"*Lo patrocina Rusia, Cuba con ayuda del Grupo de Puebla, el Foro de São Paulo con ayuda de Venezuela*",,2,6,181,https://twitter.com/achristiandavid/status/1398357017941716999
Sebastian Forero,Sebastian Forero,2021-05-29T02:41:45.000Z,No olviden el Castro Chavismo ,,,1,16,https://twitter.com/sebasti22001/status/1398469582524985346
CaptainLeaderLegend,CaptainLeaderLegend,2021-05-28T19:16:01.000Z,"Stalin antes de morir en su testamento, dejó todo el capital y poder de la unión soviética a Luisito... Narco terrorista buscado q busca tumbar a my president y robarle todos los crocs a Uribe...",,2,1,21,https://twitter.com/kmozapata/status/1398357409769345038
ℂℍ𝔼ℝℝ𝕐,ℂℍ𝔼ℝℝ𝕐,2021-05-28T19:20:50.000Z,"Vea FRENTONA agradezca que Luisito y los otros youtubers no la demandaron por poner en riesgo su integridad al decir que eran ""guerrilleros"". Le acepto que ande ardida con la vida por ser tan fea, pero de ahí a ser bruta tampoco.",,9,31,808,https://twitter.com/ICherryUnU/status/1398358624326631427
Juan Camilo Lopez Bravo,Juan Camilo Lopez Bravo,2021-05-28T21:21:47.000Z,Jajaja  jajaja,,,,2,https://twitter.com/juancalb_1927/status/1398389060671057923
‘Mor,‘Mor,2021-05-28T19:22:39.000Z,"¡SEÑORA POR UNA VEZ EN SU VIDA USE GOOGLE! Aunque pues, esta cucha vive de hacerse la boba y vea dónde va...",,,,8,https://twitter.com/californniaMor/status/1398359080079663105
Le Mondá.,Le Mondá.,2021-05-28T19:26:18.000Z,Su madre,,1,2,31,https://twitter.com/LeMamerte/status/1398359996744798217
Ivan Gamboa Ardila,Ivan Gamboa Ardila,2021-05-28T19:31:15.000Z,GIF,,,,1,https://twitter.com/IvanGamboa95/status/1398361244604764162
Sergio,Sergio,2021-05-28T19:32:18.000Z,"A él no se, pero a ud NOSOTROS!
Trabaje Vaga!...",,1,2,57,https://twitter.com/ElDelaBudweiser/status/1398361508204191750
Luz Lopez,Luz Lopez,2021-05-28T22:00:21.000Z,Trabaje vandalo que ella ya trabaja,,6,,,https://twitter.com/LuzLope28666524/status/1398398767402045443
𝐿𝒶 𝒥𝒶𝓂𝑒𝓈,𝐿𝒶 𝒥𝒶𝓂𝑒𝓈,2021-05-28T19:32:39.000Z,"JAJAJAJAJAJAJA ud no se cansa de hacer el ridículo.
Tenga un poquito de amor propio.",,1,,14,https://twitter.com/lanathica/status/1398361594787151872
Beatrice,Beatrice,2021-05-28T19:33:36.000Z,"Ayer estuvimos en un space. Nos cuentan que a Uniandes tiene gran cantidad de dinero para que los youtubers trabajen en ""favor de la causa"". No sé si sea su patrocinador, pero Uniandes lo está haciendo",,12,3,7,https://twitter.com/inmsu/status/1398361836869853193
Carolina Gordillo,Carolina Gordillo,2021-05-28T19:35:54.000Z,jajajajajaajajajajajajajajajajajaajajajajajajajajajajajaajajajajajajajajajajajaajajajajajajajajajajajaajajajajajajajajajajajaajajajajajajajajajajajaajajajajajajajajajajajaajajajajajajajajajajajaajajajajajaja,,3,18,449,https://twitter.com/CaroGC/status/1398362413326602241
Jairo A. Méndez,Jairo A. Méndez,2021-05-28T22:22:19.000Z,Jajajajajajajajajajajajajajajajajajaja,,,,2,https://twitter.com/JairoAMendez/status/1398404294550900738
Víctor Rondón,Víctor Rondón,2021-05-28T19:36:20.000Z,"Tiene 35 millones de seguidores, con que solo el 10% de su seguidores paguen una suscripción de un dólar "" el unirte en youtube"" que le da algunos estikers, que vale algo más de un dólar, tendría un ingreso mensual como de 4 millones de DOLARES. Ese man es ultra rico.",,,,7,https://twitter.com/VictorHugoRond2/status/1398362522886066181
leiidy medina,leiidy medina,2021-05-28T19:36:33.000Z,"Replying to 
@MariaFdaCabal",,1,1,1,https://twitter.com/leidyjohanamedi/status/1398362577202290693
Juan Martín,Juan Martín,2021-05-28T19:38:09.000Z,El foro de São Paulo.,,1,,2,https://twitter.com/jmmvs/status/1398362979574370310
• Fabian•,• Fabian•,2021-05-28T19:44:14.000Z,Jajajajajajaja con 11 millones de dólares de patrimonio quien creee que lo patrocina jajajajajaja.,,2,14,378,https://twitter.com/fabian150712/status/1398364511233523714
Andrés Rojas,Andrés Rojas,2021-05-29T05:43:51.000Z,Obvio que Maduro ,,,,8,https://twitter.com/AndresRojas2094/status/1398515407967956994
Luichy,Luichy,2021-05-28T19:47:18.000Z,"Jajajaja ay amiga, ese man con dos Videos paga la deuda externa venezolana",,1,,1,https://twitter.com/amador19881/status/1398365283891486720
AIORIA,AIORIA,2021-05-28T19:54:53.000Z,"The following media includes potentially sensitive content. Change settings
View",,,,1,https://twitter.com/fabimancera/status/1398367190567510018
Diego M. Morales,Diego M. Morales,2021-05-28T19:49:14.000Z,"YouTube. Tiene más seguidores que todo el cartel narcousurpador de tierras asesino del centro demoníaco. Te salió bien el incendio, no? La manguera del Tino no dio abasto?",,,1,18,https://twitter.com/d1e6om/status/1398365768547438593
Veneco,Veneco,2021-05-28T19:49:55.000Z,"WTF? Con 30 millones de suscriptores y varias empresas a su nombre no necesita  que lo patrocinen xd 
Literalmente Luisito es más capitalista que usted, vieja estúpida.",,,1,4,https://twitter.com/Bnko__/status/1398365941688328199
Andrese,Andrese,2021-05-28T19:50:50.000Z,"El tiene mucho dinero, producto de su trabajo audiovisual. Su publico es joven, es facil dejarse manipular ps se debe a su publico. Alguien le puso guardaespalda. No es tiempo que gente mediatica, venga al pais, fallo inteligencia e inmigracion este pais quien diablos gobierna?.",,1,,1,https://twitter.com/andrese1782/status/1398366173109043202
